sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
TimeLapse,22,superfast,cycles,1619629039341.0,1703114.0,-1619627336227.0,-0.9999989484542703
ToddlerFountain,22,superfast,cycles,588068510589.0,2408945.0,-588066101644.0,-0.9999959036320486
TreesAndGrass_1920_1080,22,superfast,cycles,663549448775.0,5933877.0,-663543514898.0,-0.9999910573703121
TunnelFlag,22,superfast,cycles,477885510044.0,1753062.0,-477883756982.0,-0.9999963316276322
Vertical_Carnaby,22,superfast,cycles,273726012779.0,2318133.0,-273723694646.0,-0.9999915311921711
Vertical_bees,22,superfast,cycles,375864854024.0,2728469.0,-375862125555.0,-0.9999927408243394
WalkingInStreet,22,superfast,cycles,543843937283.0,2482572.0,-543841454711.0,-0.999995435138962
WorldCup_1920x1080_30p,22,superfast,cycles,326904040618.0,4620571.0,-326899420047.0,-0.999985865665682
WorldCup_far_1920x1080_30p,22,superfast,cycles,470373617390.0,2895035.0,-470370722355.0,-0.9999938452436681
Aerial3200,27,superfast,cycles,503643780085.0,3141916.0,-503640638169.0,-0.9999937616304931
Boat,27,superfast,cycles,505819621350.0,2073974.0,-505817547376.0,-0.999995899775508
BoxingPractice,27,superfast,cycles,1300205467977.0,2395636.0,-1300203072341.0,-0.9999981574942892
Crosswalk,27,superfast,cycles,1203957827545.0,2636568.0,-1203955190977.0,-0.9999978100827623
CrowdRun,27,superfast,cycles,573215995236.0,2369863.0,-573213625373.0,-0.9999958656718938
DinnerSceneCropped,27,superfast,cycles,412863628173.0,4076251.0,-412859551922.0,-0.9999901268827723
FoodMarket,27,superfast,cycles,406874849247.0,3367543.0,-406871481704.0,-0.999991723393554
FoodMarket2,27,superfast,cycles,1432375816784.0,2935036.0,-1432372881748.0,-0.9999979509316161
MeridianTalk_sdr,27,superfast,cycles,309201849311.0,2330376.0,-309199518935.0,-0.9999924632533563
Motorcycle,27,superfast,cycles,460085645629.0,2578132.0,-460083067497.0,-0.9999943964085285
MountainBike,27,superfast,cycles,473985749130.0,2534369.0,-473983214761.0,-0.9999946530692017
Neon1224,27,superfast,cycles,1191707800953.0,2857536.0,-1191704943417.0,-0.999997602150462
NocturneDance_3840x2160p_8bit,27,superfast,cycles,1104464478555.0,2386592.0,-1104462091963.0,-0.9999978391410078
OldTownCross,27,superfast,cycles,518414182597.0,2368164.0,-518411814433.0,-0.9999954319073832
PedestrianArea,27,superfast,cycles,335226721095.0,2710424.0,-335224010671.0,-0.999991914654085
PierSeaSide,27,superfast,cycles,1250970747507.0,2996953.0,-1250967750554.0,-0.9999976042980974
RitualDance,27,superfast,cycles,285477039686.0,2399970.0,-285474639716.0,-0.9999915931242574
Riverbed,27,superfast,cycles,406282147800.0,2567507.0,-406279580293.0,-0.9999936804828519
RushFieldCuts,27,superfast,cycles,454617577968.0,1708952.0,-454615869016.0,-0.9999962409020619
Skater227,27,superfast,cycles,2796393.0,3040074.0,243681.0,0.0871411850909368
Tango,27,superfast,cycles,1366321806524.0,2939248.0,-1366318867276.0,-0.999997848787902
TimeLapse,27,superfast,cycles,1321746380393.0,2313853.0,-1321744066540.0,-0.9999982493971352
ToddlerFountain,27,superfast,cycles,475966907152.0,3017894.0,-475963889258.0,-0.9999936594457416
TreesAndGrass_1920_1080,27,superfast,cycles,585996863903.0,5153010.0,-585991710893.0,-0.9999912064205162
TunnelFlag,27,superfast,cycles,390314118176.0,2661588.0,-390311456588.0,-0.9999931809076944
Vertical_Carnaby,27,superfast,cycles,238786996408.0,2416348.0,-238784580060.0,-0.999989880738749
Vertical_bees,27,superfast,cycles,328876127863.0,2871192.0,-328873256671.0,-0.9999912696855845
WalkingInStreet,27,superfast,cycles,485882833319.0,2361763.0,-485880471556.0,-0.9999951392334981
WorldCup_1920x1080_30p,27,superfast,cycles,283169296007.0,4596572.0,-283164699435.0,-0.9999837674067605
WorldCup_far_1920x1080_30p,27,superfast,cycles,403760808258.0,2385166.0,-403758423092.0,-0.9999940926262499
Aerial3200,32,superfast,cycles,427738717525.0,3871405.0,-427734846120.0,-0.9999909491359061
Boat,32,superfast,cycles,422698922379.0,2545262.0,-422696377117.0,-0.9999939785462767
BoxingPractice,32,superfast,cycles,1073334562551.0,3102651.0,-1073331459900.0,-0.9999971093346769
Crosswalk,32,superfast,cycles,1026842545202.0,2350847.0,-1026840194355.0,-0.9999977106061577
CrowdRun,32,superfast,cycles,460010739975.0,1897031.0,-460008842944.0,-0.9999958761158487
DinnerSceneCropped,32,superfast,cycles,287803161898.0,5545028.0,-287797616870.0,-0.9999807332624026
FoodMarket,32,superfast,cycles,317431022182.0,1869677.0,-317429152505.0,-0.9999941099739177
FoodMarket2,32,superfast,cycles,1223722971258.0,2623385.0,-1223720347873.0,-0.9999978562263996
MeridianTalk_sdr,32,superfast,cycles,257962585951.0,1751360.0,-257960834591.0,-0.999993210798405
Motorcycle,32,superfast,cycles,394657224704.0,2250841.0,-394654973863.0,-0.9999942967191296
MountainBike,32,superfast,cycles,404633305997.0,2437525.0,-404630868472.0,-0.9999939759654881
Neon1224,32,superfast,cycles,1038546280530.0,2524352.0,-1038543756178.0,-0.9999975693408687
NocturneDance_3840x2160p_8bit,32,superfast,cycles,932132462799.0,2324386.0,-932130138413.0,-0.9999975063780173
OldTownCross,32,superfast,cycles,363908753700.0,2205801.0,-363906547899.0,-0.9999939385876884
PedestrianArea,32,superfast,cycles,279739101887.0,3038398.0,-279736063489.0,-0.999989138458015
PierSeaSide,32,superfast,cycles,1058237390351.0,2524662.0,-1058234865689.0,-0.9999976142763212
RitualDance,32,superfast,cycles,253145330841.0,2701380.0,-253142629461.0,-0.9999893287385905
Riverbed,32,superfast,cycles,336138070719.0,2493362.0,-336135577357.0,-0.999992582327867
RushFieldCuts,32,superfast,cycles,377554247287.0,2725454.0,-377551521833.0,-0.9999927812916433
Skater227,32,superfast,cycles,2603152.0,2439794.0,-163358.0,-0.06275392293650159
Tango,32,superfast,cycles,1094747168548.0,2323833.0,-1094744844715.0,-0.9999978772879559
TimeLapse,32,superfast,cycles,1124686580725.0,2362784.0,-1124684217941.0,-0.9999978991622729
ToddlerFountain,32,superfast,cycles,384602380781.0,2419033.0,-384599961748.0,-0.9999937103015455
TreesAndGrass_1920_1080,32,superfast,cycles,504149586550.0,5373629.0,-504144212921.0,-0.9999893412012162
TunnelFlag,32,superfast,cycles,322441501982.0,1619964.0,-322439882018.0,-0.9999949759445045
Vertical_Carnaby,32,superfast,cycles,211505081556.0,2349836.0,-211502731720.0,-0.9999888899312361
Vertical_bees,32,superfast,cycles,289107445054.0,3138497.0,-289104306557.0,-0.9999891441847877
WalkingInStreet,32,superfast,cycles,411773169222.0,1522537.0,-411771646685.0,-0.9999963024861409
WorldCup_1920x1080_30p,32,superfast,cycles,250678363303.0,3748724.0,-250674614579.0,-0.9999850456818427
WorldCup_far_1920x1080_30p,32,superfast,cycles,345942717714.0,2949513.0,-345939768201.0,-0.9999914739844229
Aerial3200,37,superfast,cycles,368614472342.0,2404388.0,-368612067954.0,-0.9999934772284313
Boat,37,superfast,cycles,358019996864.0,1578002.0,-358018418862.0,-0.9999955924193793
BoxingPractice,37,superfast,cycles,961653278081.0,2044338.0,-961651233743.0,-0.999997874142327
Crosswalk,37,superfast,cycles,937555288679.0,3105852.0,-937552182827.0,-0.9999966872865659
CrowdRun,37,superfast,cycles,380778644637.0,1921212.0,-380776723425.0,-0.9999949545174682
DinnerSceneCropped,37,superfast,cycles,236126422513.0,5338494.0,-236121084019.0,-0.9999773913738954
FoodMarket,37,superfast,cycles,272823418124.0,2005076.0,-272821413048.0,-0.9999926506455575
FoodMarket2,37,superfast,cycles,1090913473581.0,2366108.0,-1090911107473.0,-0.9999978310763802
MeridianTalk_sdr,37,superfast,cycles,232265832002.0,1665240.0,-232264166762.0,-0.9999928304564402
Motorcycle,37,superfast,cycles,338198091920.0,2295926.0,-338195795994.0,-0.9999932112981863
MountainBike,37,superfast,cycles,346192143335.0,2860635.0,-346189282700.0,-0.9999917368575368
Neon1224,37,superfast,cycles,928232771247.0,2842976.0,-928229928271.0,-0.9999969372165172
NocturneDance_3840x2160p_8bit,37,superfast,cycles,814673753211.0,2231279.0,-814671521932.0,-0.9999972611379817
OldTownCross,37,superfast,cycles,294464463818.0,2781078.0,-294461682740.0,-0.9999905554715706
PedestrianArea,37,superfast,cycles,249624435313.0,2310046.0,-249622125267.0,-0.9999907459139683
PierSeaSide,37,superfast,cycles,934185088999.0,2926069.0,-934182162930.0,-0.9999968677845167
RitualDance,37,superfast,cycles,229148936568.0,2454812.0,-229146481756.0,-0.9999892872642712
Riverbed,37,superfast,cycles,291487939125.0,3006937.0,-291484932188.0,-0.9999896841803849
RushFieldCuts,37,superfast,cycles,319726362081.0,2427342.0,-319723934739.0,-0.9999924080642453
Skater227,37,superfast,cycles,2715625.0,2469105.0,-246520.0,-0.09077836593785961
Tango,37,superfast,cycles,981505324107.0,2445118.0,-981502878989.0,-0.9999975088082154
TimeLapse,37,superfast,cycles,991527727537.0,2370162.0,-991525357375.0,-0.9999976095857592
ToddlerFountain,37,superfast,cycles,316779239873.0,2562918.0,-316776676955.0,-0.9999919094508812
TreesAndGrass_1920_1080,37,superfast,cycles,425568959973.0,4398094.0,-425564561879.0,-0.9999896653787901
TunnelFlag,37,superfast,cycles,278268184665.0,2122434.0,-278266062231.0,-0.9999923727033238
Vertical_Carnaby,37,superfast,cycles,192749097926.0,2335826.0,-192746762100.0,-0.9999878815204578
Vertical_bees,37,superfast,cycles,260969923168.0,2825001.0,-260967098167.0,-0.9999891749939391
WalkingInStreet,37,superfast,cycles,346414867141.0,2505843.0,-346412361298.0,-0.9999927663526087
WorldCup_1920x1080_30p,37,superfast,cycles,229006303159.0,4496888.0,-229001806271.0,-0.9999803634749875
WorldCup_far_1920x1080_30p,37,superfast,cycles,301912034262.0,2651556.0,-301909382706.0,-0.9999912174550892
Aerial3200,22,veryfast,cycles,600111877418.0,4339284.0,-600107538134.0,-0.9999927692082705
Boat,22,veryfast,cycles,615460364730.0,1900612.0,-615458464118.0,-0.9999969118856243
BoxingPractice,22,veryfast,cycles,1737848323382.0,2937004.0,-1737845386378.0,-0.9999983099767912
Crosswalk,22,veryfast,cycles,1700669483777.0,2231580.0,-1700667252197.0,-0.9999986878226361
CrowdRun,22,veryfast,cycles,735896080626.0,2176864.0,-735893903762.0,-0.9999970418866776
DinnerSceneCropped,22,veryfast,cycles,606969589523.0,4359463.0,-606965230060.0,-0.9999928176582892
FoodMarket,22,veryfast,cycles,576294154012.0,4577975.0,-576289576037.0,-0.9999920561835165
FoodMarket2,22,veryfast,cycles,1836675492612.0,4892309.0,-1836670600303.0,-0.9999973363236894
MeridianTalk_sdr,22,veryfast,cycles,435460869094.0,2389111.0,-435458479983.0,-0.9999945136034727
Motorcycle,22,veryfast,cycles,544649187261.0,2406752.0,-544646780509.0,-0.9999955810968669
MountainBike,22,veryfast,cycles,566916521376.0,2887113.0,-566913634263.0,-0.9999949073401618
Neon1224,22,veryfast,cycles,1417008438085.0,2795636.0,-1417005642449.0,-0.9999980270858487
NocturneDance_3840x2160p_8bit,22,veryfast,cycles,1339900314249.0,2877888.0,-1339897436361.0,-0.9999978521626054
OldTownCross,22,veryfast,cycles,728589761963.0,1818147.0,-728587943816.0,-0.9999975045669114
PedestrianArea,22,veryfast,cycles,456709957750.0,1624323.0,-456708333427.0,-0.9999964434254773
PierSeaSide,22,veryfast,cycles,1615552442948.0,2443138.0,-1615549999810.0,-0.9999984877383519
RitualDance,22,veryfast,cycles,337393516865.0,2349996.0,-337391166869.0,-0.9999930348513456
Riverbed,22,veryfast,cycles,536215005633.0,2716766.0,-536212288867.0,-0.9999949334390655
RushFieldCuts,22,veryfast,cycles,553358555507.0,2883232.0,-553355672275.0,-0.9999947895772617
Skater227,22,veryfast,cycles,2964143.0,1758160.0,-1205983.0,-0.40685722652382156
Tango,22,veryfast,cycles,1999796459548.0,2994509.0,-1999793465039.0,-0.9999985025931085
TimeLapse,22,veryfast,cycles,1677170747224.0,2359772.0,-1677168387452.0,-0.9999985930043176
ToddlerFountain,22,veryfast,cycles,613207987807.0,2857171.0,-613205130636.0,-0.9999953406167943
TreesAndGrass_1920_1080,22,veryfast,cycles,691139419104.0,3482976.0,-691135936128.0,-0.999994960530533
TunnelFlag,22,veryfast,cycles,490576730948.0,2252816.0,-490574478132.0,-0.9999954078213297
Vertical_Carnaby,22,veryfast,cycles,277154724373.0,1710760.0,-277153013613.0,-0.9999938274189485
Vertical_bees,22,veryfast,cycles,383356537213.0,1635114.0,-383354902099.0,-0.9999957347434013
WalkingInStreet,22,veryfast,cycles,548789499061.0,2500350.0,-548786998711.0,-0.9999954438814804
WorldCup_1920x1080_30p,22,veryfast,cycles,330650424127.0,4485674.0,-330645938453.0,-0.9999864337872487
WorldCup_far_1920x1080_30p,22,veryfast,cycles,481013457021.0,2899865.0,-481010557156.0,-0.9999939713433009
Aerial3200,27,veryfast,cycles,509303627032.0,1610166.0,-509302016866.0,-0.9999968384949282
Boat,27,veryfast,cycles,522823904216.0,2701618.0,-522821202598.0,-0.9999948326425433
BoxingPractice,27,veryfast,cycles,1323473931936.0,2391927.0,-1323471540009.0,-0.9999981926905077
Crosswalk,27,veryfast,cycles,1242603403609.0,2249613.0,-1242601153996.0,-0.9999981895969434
CrowdRun,27,veryfast,cycles,597070896272.0,2069314.0,-597068826958.0,-0.9999965342239708
DinnerSceneCropped,27,veryfast,cycles,426808826478.0,3848169.0,-426804978309.0,-0.9999909838579681
FoodMarket,27,veryfast,cycles,420000746546.0,4505186.0,-419996241360.0,-0.9999892733857331
FoodMarket2,27,veryfast,cycles,1472194816014.0,5226360.0,-1472189589654.0,-0.9999964499535366
MeridianTalk_sdr,27,veryfast,cycles,315029819123.0,1727840.0,-315028091283.0,-0.9999945153128525
Motorcycle,27,veryfast,cycles,475419713334.0,2426285.0,-475417287049.0,-0.9999948965410311
MountainBike,27,veryfast,cycles,488091530958.0,2533351.0,-488088997607.0,-0.9999948096804814
Neon1224,27,veryfast,cycles,1214016304075.0,2801611.0,-1214013502464.0,-0.9999976922789335
NocturneDance_3840x2160p_8bit,27,veryfast,cycles,1121453799009.0,2350067.0,-1121451448942.0,-0.9999979044459949
OldTownCross,27,veryfast,cycles,539888936060.0,2946682.0,-539885989378.0,-0.9999945420589251
PedestrianArea,27,veryfast,cycles,342255765916.0,2619800.0,-342253146116.0,-0.999992345490534
PierSeaSide,27,veryfast,cycles,1276074084350.0,2443756.0,-1276071640594.0,-0.999998084941909
RitualDance,27,veryfast,cycles,291352184926.0,2501302.0,-291349683624.0,-0.9999914148507222
Riverbed,27,veryfast,cycles,422137893871.0,2478967.0,-422135414904.0,-0.999994127589501
RushFieldCuts,27,veryfast,cycles,468739636707.0,2412823.0,-468737223884.0,-0.9999948525304646
Skater227,27,veryfast,cycles,3556298.0,2248226.0,-1308072.0,-0.36781844491097204
Tango,27,veryfast,cycles,1413499204482.0,2340774.0,-1413496863708.0,-0.9999983439863337
TimeLapse,27,veryfast,cycles,1357178260505.0,2387868.0,-1357175872637.0,-0.9999982405642136
ToddlerFountain,27,veryfast,cycles,495312890229.0,2790521.0,-495310099708.0,-0.9999943661450065
TreesAndGrass_1920_1080,27,veryfast,cycles,612980812571.0,2647282.0,-612978165289.0,-0.999995681297121
TunnelFlag,27,veryfast,cycles,398292007540.0,2897510.0,-398289110030.0,-0.9999927251615771
Vertical_Carnaby,27,veryfast,cycles,240705662530.0,1502128.0,-240704160402.0,-0.9999937594820819
Vertical_bees,27,veryfast,cycles,333119143743.0,2394178.0,-333116749565.0,-0.9999928128477604
WalkingInStreet,27,veryfast,cycles,490408327271.0,1504601.0,-490406822670.0,-0.999996931942391
WorldCup_1920x1080_30p,27,veryfast,cycles,286680311391.0,4203343.0,-286676108048.0,-0.9999853378734674
WorldCup_far_1920x1080_30p,27,veryfast,cycles,411118333797.0,2653691.0,-411115680106.0,-0.9999935451893486
Aerial3200,32,veryfast,cycles,431960888319.0,1671110.0,-431959217209.0,-0.9999961313395607
Boat,32,veryfast,cycles,437253625298.0,1570666.0,-437252054632.0,-0.9999964078834134
BoxingPractice,32,veryfast,cycles,1078823399026.0,2330477.0,-1078821068549.0,-0.9999978397975033
Crosswalk,32,veryfast,cycles,1040671723939.0,2295889.0,-1040669428050.0,-0.9999977938393566
CrowdRun,32,veryfast,cycles,478925392388.0,2276930.0,-478923115458.0,-0.9999952457521857
DinnerSceneCropped,32,veryfast,cycles,294397897164.0,1962434.0,-294395934730.0,-0.9999933340760281
FoodMarket,32,veryfast,cycles,329926637556.0,5016818.0,-329921620738.0,-0.9999847941407909
FoodMarket2,32,veryfast,cycles,1250826980422.0,2821067.0,-1250824159355.0,-0.9999977446385119
MeridianTalk_sdr,32,veryfast,cycles,261422703949.0,2889961.0,-261419813988.0,-0.9999889452562599
Motorcycle,32,veryfast,cycles,403301229379.0,2383361.0,-403298846018.0,-0.9999940903701096
MountainBike,32,veryfast,cycles,416000345921.0,2147483.0,-415998198438.0,-0.9999948377855425
Neon1224,32,veryfast,cycles,1051345087390.0,2351742.0,-1051342735648.0,-0.9999977631112484
NocturneDance_3840x2160p_8bit,32,veryfast,cycles,940157014786.0,2376140.0,-940154638646.0,-0.9999974726136565
OldTownCross,32,veryfast,cycles,377864126273.0,2827508.0,-377861298765.0,-0.9999925171303561
PedestrianArea,32,veryfast,cycles,283293428568.0,3043860.0,-283290384708.0,-0.9999892554514399
PierSeaSide,32,veryfast,cycles,1070626174130.0,3221660.0,-1070622952470.0,-0.9999969908637787
RitualDance,32,veryfast,cycles,254643524271.0,2382477.0,-254641141794.0,-0.9999906438736
Riverbed,32,veryfast,cycles,345216108768.0,2528036.0,-345213580732.0,-0.9999926769465972
RushFieldCuts,32,veryfast,cycles,387930304188.0,1580242.0,-387928723946.0,-0.9999959264796203
Skater227,32,veryfast,cycles,2045669.0,1625180.0,-420489.0,-0.20555084913541732
Tango,32,veryfast,cycles,1114669311300.0,2502535.0,-1114666808765.0,-0.9999977549081377
TimeLapse,32,veryfast,cycles,1148369463288.0,2670540.0,-1148366792748.0,-0.9999976744940672
ToddlerFountain,32,veryfast,cycles,396881185419.0,2389039.0,-396878796380.0,-0.9999939804679895
TreesAndGrass_1920_1080,32,veryfast,cycles,527504009720.0,5208667.0,-527498801053.0,-0.9999901258248203
TunnelFlag,32,veryfast,cycles,326950518954.0,2288587.0,-326948230367.0,-0.9999930002038004
Vertical_Carnaby,32,veryfast,cycles,212846859247.0,1625151.0,-212845234096.0,-0.9999923646935371
Vertical_bees,32,veryfast,cycles,293113572942.0,2638311.0,-293110934631.0,-0.9999909990145679
WalkingInStreet,32,veryfast,cycles,414895737821.0,2328656.0,-414893409165.0,-0.9999943873706386
WorldCup_1920x1080_30p,32,veryfast,cycles,252367135708.0,4818087.0,-252362317621.0,-0.9999809084214294
WorldCup_far_1920x1080_30p,32,veryfast,cycles,350631234605.0,2768247.0,-350628466358.0,-0.9999921049617753
Aerial3200,37,veryfast,cycles,370471968735.0,4660016.0,-370467308719.0,-0.999987421407304
Boat,37,veryfast,cycles,368222655682.0,2157143.0,-368220498539.0,-0.9999941417428648
BoxingPractice,37,veryfast,cycles,959182658207.0,2676185.0,-959179982022.0,-0.999997209931834
Crosswalk,37,veryfast,cycles,938595563217.0,2576362.0,-938592986855.0,-0.9999972550882393
CrowdRun,37,veryfast,cycles,388151003677.0,2038622.0,-388148965055.0,-0.999994747863639
DinnerSceneCropped,37,veryfast,cycles,238289726958.0,4162684.0,-238285564274.0,-0.9999825309968116
