sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
CrowdRun,37,faster,llc-load-misses,84128940.0,494.0,-84128446.0,-0.9999941280610454
DinnerSceneCropped,37,faster,llc-load-misses,76047362.0,5220.0,-76042142.0,-0.9999313585657317
FoodMarket,37,faster,llc-load-misses,82386545.0,294.0,-82386251.0,-0.9999964314561316
FoodMarket2,37,faster,llc-load-misses,331982985.0,1019.0,-331981966.0,-0.999996930565583
MeridianTalk_sdr,37,faster,llc-load-misses,72744679.0,,,
Motorcycle,37,faster,llc-load-misses,92173168.0,,,
MountainBike,37,faster,llc-load-misses,84916194.0,,,
Neon1224,37,faster,llc-load-misses,323869355.0,300.0,-323869055.0,-0.9999990737005667
NocturneDance_3840x2160p_8bit,37,faster,llc-load-misses,318898296.0,1610.0,-318896686.0,-0.9999949513684451
OldTownCross,37,faster,llc-load-misses,64184870.0,327.0,-64184543.0,-0.999994905341399
PedestrianArea,37,faster,llc-load-misses,80699478.0,7209.0,-80692269.0,-0.9999106685671498
PierSeaSide,37,faster,llc-load-misses,299657110.0,5144.0,-299651966.0,-0.9999828337128394
RitualDance,37,faster,llc-load-misses,57740295.0,8.0,-57740287.0,-0.9999998614485777
Riverbed,37,faster,llc-load-misses,82914129.0,5984.0,-82908145.0,-0.999927828946982
RushFieldCuts,37,faster,llc-load-misses,63696035.0,5412.0,-63690623.0,-0.9999150339577652
Skater227,37,faster,llc-load-misses,5371.0,5188.0,-183.0,-0.03407186743623161
Tango,37,faster,llc-load-misses,322265996.0,6519.0,-322259477.0,-0.9999797713687423
TimeLapse,37,faster,llc-load-misses,335606444.0,6318.0,-335600126.0,-0.9999811743781654
ToddlerFountain,37,faster,llc-load-misses,84056677.0,5640.0,-84051037.0,-0.9999329024153548
TreesAndGrass_1920_1080,37,faster,llc-load-misses,70613074.0,990.0,-70612084.0,-0.9999859799334044
TunnelFlag,37,faster,llc-load-misses,77795902.0,163.0,-77795739.0,-0.9999979047739558
Vertical_Carnaby,37,faster,llc-load-misses,55766987.0,0.0,-55766987.0,-1.0
Vertical_bees,37,faster,llc-load-misses,77628004.0,2064.0,-77625940.0,-0.9999734116569582
WalkingInStreet,37,faster,llc-load-misses,102597130.0,4965.0,-102592165.0,-0.9999516068334465
WorldCup_1920x1080_30p,37,faster,llc-load-misses,78486850.0,1629.0,-78485221.0,-0.9999792449308388
WorldCup_far_1920x1080_30p,37,faster,llc-load-misses,84647253.0,0.0,-84647253.0,-1.0
Aerial3200,22,superfast,llc-load-misses,101156157.0,2685.0,-101153472.0,-0.9999734568801383
Boat,22,superfast,llc-load-misses,74258636.0,0.0,-74258636.0,-1.0
BoxingPractice,22,superfast,llc-load-misses,357114135.0,341.0,-357113794.0,-0.9999990451232069
Crosswalk,22,superfast,llc-load-misses,318406052.0,7872.0,-318398180.0,-0.9999752768518357
CrowdRun,22,superfast,llc-load-misses,91173633.0,204.0,-91173429.0,-0.9999977625110101
DinnerSceneCropped,22,superfast,llc-load-misses,64433462.0,37.0,-64433425.0,-0.9999994257642093
FoodMarket,22,superfast,llc-load-misses,82378185.0,189.0,-82377996.0,-0.9999977057032757
FoodMarket2,22,superfast,llc-load-misses,320311532.0,4493.0,-320307039.0,-0.9999859730307805
MeridianTalk_sdr,22,superfast,llc-load-misses,70839240.0,,,
Motorcycle,22,superfast,llc-load-misses,84438334.0,,,
MountainBike,22,superfast,llc-load-misses,59105250.0,,,
Neon1224,22,superfast,llc-load-misses,304006944.0,7166.0,-303999778.0,-0.9999764281700092
NocturneDance_3840x2160p_8bit,22,superfast,llc-load-misses,214729059.0,0.0,-214729059.0,-1.0
OldTownCross,22,superfast,llc-load-misses,97852912.0,2143.0,-97850769.0,-0.9999780997830703
PedestrianArea,22,superfast,llc-load-misses,83824968.0,4477.0,-83820491.0,-0.9999465910920479
PierSeaSide,22,superfast,llc-load-misses,346890020.0,6457.0,-346883563.0,-0.9999813860312269
RitualDance,22,superfast,llc-load-misses,69528238.0,325.0,-69527913.0,-0.9999953256402097
Riverbed,22,superfast,llc-load-misses,78990839.0,6704.0,-78984135.0,-0.9999151293987395
RushFieldCuts,22,superfast,llc-load-misses,75235455.0,7945.0,-75227510.0,-0.9998943981929796
Skater227,22,superfast,llc-load-misses,5999.0,4708.0,-1291.0,-0.21520253375562592
Tango,22,superfast,llc-load-misses,261353903.0,275.0,-261353628.0,-0.9999989477869018
TimeLapse,22,superfast,llc-load-misses,206728781.0,231.0,-206728550.0,-0.9999988825939046
ToddlerFountain,22,superfast,llc-load-misses,80041732.0,8799.0,-80032933.0,-0.9998900698450653
TreesAndGrass_1920_1080,22,superfast,llc-load-misses,94742076.0,,,
TunnelFlag,22,superfast,llc-load-misses,87518464.0,5343.0,-87513121.0,-0.9999389500254483
Vertical_Carnaby,22,superfast,llc-load-misses,76845882.0,,,
Vertical_bees,22,superfast,llc-load-misses,73620271.0,438.0,-73619833.0,-0.9999940505516477
WalkingInStreet,22,superfast,llc-load-misses,87104726.0,119.0,-87104607.0,-0.9999986338284331
WorldCup_1920x1080_30p,22,superfast,llc-load-misses,69524899.0,,,
WorldCup_far_1920x1080_30p,22,superfast,llc-load-misses,73462551.0,,,
Aerial3200,27,superfast,llc-load-misses,93339571.0,101.0,-93339470.0,-0.9999989179294599
Boat,27,superfast,llc-load-misses,89579130.0,0.0,-89579130.0,-1.0
BoxingPractice,27,superfast,llc-load-misses,317782699.0,8743.0,-317773956.0,-0.9999724874890058
Crosswalk,27,superfast,llc-load-misses,297004183.0,5631.0,-296998552.0,-0.999981040671067
CrowdRun,27,superfast,llc-load-misses,90211089.0,132.0,-90210957.0,-0.9999985367652529
DinnerSceneCropped,27,superfast,llc-load-misses,55760333.0,,,
FoodMarket,27,superfast,llc-load-misses,55927964.0,163.0,-55927801.0,-0.9999970855366735
FoodMarket2,27,superfast,llc-load-misses,217298760.0,6100.0,-217292660.0,-0.9999719280496584
MeridianTalk_sdr,27,superfast,llc-load-misses,67715235.0,,,
Motorcycle,27,superfast,llc-load-misses,78546311.0,,,
MountainBike,27,superfast,llc-load-misses,80927192.0,,,
Neon1224,27,superfast,llc-load-misses,305663330.0,156.0,-305663174.0,-0.9999994896345596
NocturneDance_3840x2160p_8bit,27,superfast,llc-load-misses,288181344.0,1252.0,-288180092.0,-0.9999956555133562
OldTownCross,27,superfast,llc-load-misses,85709791.0,954.0,-85708837.0,-0.9999888694163307
PedestrianArea,27,superfast,llc-load-misses,69409514.0,,,
PierSeaSide,27,superfast,llc-load-misses,268679367.0,9.0,-268679358.0,-0.9999999665028242
RitualDance,27,superfast,llc-load-misses,65378540.0,321.0,-65378219.0,-0.9999950901320219
Riverbed,27,superfast,llc-load-misses,73783756.0,306.0,-73783450.0,-0.999995852745691
RushFieldCuts,27,superfast,llc-load-misses,70054918.0,4872.0,-70050046.0,-0.9999304545613771
Skater227,27,superfast,llc-load-misses,7382.0,6416.0,-966.0,-0.13085884584123544
Tango,27,superfast,llc-load-misses,227508356.0,1337.0,-227507019.0,-0.9999941232927726
TimeLapse,27,superfast,llc-load-misses,294450540.0,,,
ToddlerFountain,27,superfast,llc-load-misses,73053880.0,7546.0,-73046334.0,-0.9998967063761706
TreesAndGrass_1920_1080,27,superfast,llc-load-misses,80597084.0,,,
TunnelFlag,27,superfast,llc-load-misses,77740707.0,245.0,-77740462.0,-0.9999968484979176
Vertical_Carnaby,27,superfast,llc-load-misses,63622087.0,,,
Vertical_bees,27,superfast,llc-load-misses,71967613.0,48.0,-71967565.0,-0.9999993330333188
WalkingInStreet,27,superfast,llc-load-misses,63581742.0,1832.0,-63579910.0,-0.999971186696961
WorldCup_1920x1080_30p,27,superfast,llc-load-misses,66328135.0,,,
WorldCup_far_1920x1080_30p,27,superfast,llc-load-misses,86076353.0,5625.0,-86070728.0,-0.9999346510417327
Aerial3200,32,superfast,llc-load-misses,87692329.0,4973.0,-87687356.0,-0.9999432903646567
Boat,32,superfast,llc-load-misses,84558893.0,4461.0,-84554432.0,-0.9999472438694296
BoxingPractice,32,superfast,llc-load-misses,277096938.0,5095.0,-277091843.0,-0.9999816129328719
Crosswalk,32,superfast,llc-load-misses,273422096.0,2722.0,-273419374.0,-0.9999900446963145
CrowdRun,32,superfast,llc-load-misses,86298992.0,497.0,-86298495.0,-0.999994240952432
DinnerSceneCropped,32,superfast,llc-load-misses,77197686.0,0.0,-77197686.0,-1.0
FoodMarket,32,superfast,llc-load-misses,66358616.0,,,
FoodMarket2,32,superfast,llc-load-misses,304052680.0,532.0,-304052148.0,-0.999998250303204
MeridianTalk_sdr,32,superfast,llc-load-misses,59690088.0,4742.0,-59685346.0,-0.9999205563241924
Motorcycle,32,superfast,llc-load-misses,70979247.0,0.0,-70979247.0,-1.0
MountainBike,32,superfast,llc-load-misses,75230460.0,988.0,-75229472.0,-0.9999868670216825
Neon1224,32,superfast,llc-load-misses,298958992.0,8682.0,-298950310.0,-0.9999709592277458
NocturneDance_3840x2160p_8bit,32,superfast,llc-load-misses,290229668.0,0.0,-290229668.0,-1.0
OldTownCross,32,superfast,llc-load-misses,72656531.0,,,
PedestrianArea,32,superfast,llc-load-misses,66777042.0,,,
PierSeaSide,32,superfast,llc-load-misses,204745301.0,8595.0,-204736706.0,-0.9999580210146068
RitualDance,32,superfast,llc-load-misses,50395421.0,279.0,-50395142.0,-0.9999944637827314
Riverbed,32,superfast,llc-load-misses,81774794.0,633.0,-81774161.0,-0.9999922592284366
RushFieldCuts,32,superfast,llc-load-misses,66305284.0,0.0,-66305284.0,-1.0
Skater227,32,superfast,llc-load-misses,4283.0,137.0,-4146.0,-0.9680130749474667
Tango,32,superfast,llc-load-misses,215134760.0,6247.0,-215128513.0,-0.9999709623865525
TimeLapse,32,superfast,llc-load-misses,334424764.0,,,
ToddlerFountain,32,superfast,llc-load-misses,67359043.0,6907.0,-67352136.0,-0.9998974599446135
TreesAndGrass_1920_1080,32,superfast,llc-load-misses,78855136.0,5220.0,-78849916.0,-0.9999338026631518
TunnelFlag,32,superfast,llc-load-misses,66612698.0,464.0,-66612234.0,-0.9999930343611063
Vertical_Carnaby,32,superfast,llc-load-misses,71890073.0,0.0,-71890073.0,-1.0
Vertical_bees,32,superfast,llc-load-misses,51373822.0,975.0,-51372847.0,-0.999981021462643
WalkingInStreet,32,superfast,llc-load-misses,77513948.0,8816.0,-77505132.0,-0.9998862656305417
WorldCup_1920x1080_30p,32,superfast,llc-load-misses,48720667.0,,,
WorldCup_far_1920x1080_30p,32,superfast,llc-load-misses,65567237.0,641.0,-65566596.0,-0.9999902237759386
Aerial3200,37,superfast,llc-load-misses,84770305.0,291.0,-84770014.0,-0.9999965671941371
Boat,37,superfast,llc-load-misses,64781039.0,27.0,-64781012.0,-0.9999995832113776
BoxingPractice,37,superfast,llc-load-misses,265437086.0,6719.0,-265430367.0,-0.9999746870337478
Crosswalk,37,superfast,llc-load-misses,268382998.0,8001.0,-268374997.0,-0.9999701881264476
CrowdRun,37,superfast,llc-load-misses,81237845.0,,,
DinnerSceneCropped,37,superfast,llc-load-misses,52804041.0,,,
FoodMarket,37,superfast,llc-load-misses,62342167.0,,,
FoodMarket2,37,superfast,llc-load-misses,294050687.0,7925.0,-294042762.0,-0.9999730488641912
MeridianTalk_sdr,37,superfast,llc-load-misses,74489345.0,0.0,-74489345.0,-1.0
Motorcycle,37,superfast,llc-load-misses,70653817.0,,,
MountainBike,37,superfast,llc-load-misses,70714714.0,,,
Neon1224,37,superfast,llc-load-misses,273185590.0,1141.0,-273184449.0,-0.9999958233521761
NocturneDance_3840x2160p_8bit,37,superfast,llc-load-misses,199633363.0,8258.0,-199625105.0,-0.9999586341687787
OldTownCross,37,superfast,llc-load-misses,66092327.0,5027.0,-66087300.0,-0.9999239397335791
PedestrianArea,37,superfast,llc-load-misses,49691341.0,309.0,-49691032.0,-0.9999937816127764
PierSeaSide,37,superfast,llc-load-misses,275811197.0,8212.0,-275802985.0,-0.9999702260093524
RitualDance,37,superfast,llc-load-misses,47828429.0,8281.0,-47820148.0,-0.9998268602968331
Riverbed,37,superfast,llc-load-misses,50679130.0,7563.0,-50671567.0,-0.9998507669725191
RushFieldCuts,37,superfast,llc-load-misses,49907163.0,4767.0,-49902396.0,-0.9999044826491139
Skater227,37,superfast,llc-load-misses,4899.0,5220.0,321.0,0.065523576240049
Tango,37,superfast,llc-load-misses,264471592.0,584.0,-264471008.0,-0.9999977918233275
TimeLapse,37,superfast,llc-load-misses,268210110.0,6618.0,-268203492.0,-0.9999753253149182
ToddlerFountain,37,superfast,llc-load-misses,62059052.0,861.0,-62058191.0,-0.9999861261174277
TreesAndGrass_1920_1080,37,superfast,llc-load-misses,75111425.0,149.0,-75111276.0,-0.9999980162804794
TunnelFlag,37,superfast,llc-load-misses,70814840.0,1929.0,-70812911.0,-0.9999727599469264
Vertical_Carnaby,37,superfast,llc-load-misses,49110098.0,,,
Vertical_bees,37,superfast,llc-load-misses,68854829.0,1130.0,-68853699.0,-0.9999835886601359
WalkingInStreet,37,superfast,llc-load-misses,57674829.0,2022.0,-57672807.0,-0.9999649413784998
WorldCup_1920x1080_30p,37,superfast,llc-load-misses,60558341.0,3358.0,-60554983.0,-0.9999445493396194
WorldCup_far_1920x1080_30p,37,superfast,llc-load-misses,68171771.0,44.0,-68171727.0,-0.9999993545715572
Aerial3200,22,veryfast,llc-load-misses,115862647.0,8418.0,-115854229.0,-0.9999273450053321
Boat,22,veryfast,llc-load-misses,110970331.0,45.0,-110970286.0,-0.9999995944862055
BoxingPractice,22,veryfast,llc-load-misses,366386812.0,,,
Crosswalk,22,veryfast,llc-load-misses,383968926.0,97.0,-383968829.0,-0.9999997473753904
CrowdRun,22,veryfast,llc-load-misses,121663643.0,7083.0,-121656560.0,-0.9999417821148098
DinnerSceneCropped,22,veryfast,llc-load-misses,112732741.0,4811.0,-112727930.0,-0.9999573238443656
FoodMarket,22,veryfast,llc-load-misses,114262512.0,272.0,-114262240.0,-0.9999976195167143
FoodMarket2,22,veryfast,llc-load-misses,471614475.0,5109.0,-471609366.0,-0.9999891669991682
MeridianTalk_sdr,22,veryfast,llc-load-misses,107263053.0,7311.0,-107255742.0,-0.9999318404632768
Motorcycle,22,veryfast,llc-load-misses,93945250.0,,,
MountainBike,22,veryfast,llc-load-misses,74958146.0,1006.0,-74957140.0,-0.9999865791771317
Neon1224,22,veryfast,llc-load-misses,395850168.0,5377.0,-395844791.0,-0.9999864165776987
NocturneDance_3840x2160p_8bit,22,veryfast,llc-load-misses,419331374.0,725.0,-419330649.0,-0.9999982710571044
OldTownCross,22,veryfast,llc-load-misses,127545885.0,1510.0,-127544375.0,-0.9999881611233479
PedestrianArea,22,veryfast,llc-load-misses,105086446.0,1091.0,-105085355.0,-0.999989618071202
PierSeaSide,22,veryfast,llc-load-misses,385387996.0,,,
RitualDance,22,veryfast,llc-load-misses,88933396.0,0.0,-88933396.0,-1.0
Riverbed,22,veryfast,llc-load-misses,108280831.0,901.0,-108279930.0,-0.9999916790442807
RushFieldCuts,22,veryfast,llc-load-misses,76901481.0,8902.0,-76892579.0,-0.9998842415011487
Skater227,22,veryfast,llc-load-misses,9749.0,,,
Tango,22,veryfast,llc-load-misses,452668972.0,1554.0,-452667418.0,-0.9999965670277927
TimeLapse,22,veryfast,llc-load-misses,435024897.0,1497.0,-435023400.0,-0.9999965588176439
ToddlerFountain,22,veryfast,llc-load-misses,110530244.0,6177.0,-110524067.0,-0.9999441148433545
TreesAndGrass_1920_1080,22,veryfast,llc-load-misses,115441502.0,8380.0,-115433122.0,-0.9999274091218945
TunnelFlag,22,veryfast,llc-load-misses,101528485.0,,,
Vertical_Carnaby,22,veryfast,llc-load-misses,65442761.0,,,
Vertical_bees,22,veryfast,llc-load-misses,95411308.0,8640.0,-95402668.0,-0.9999094446960103
WalkingInStreet,22,veryfast,llc-load-misses,114393851.0,3957.0,-114389894.0,-0.9999654089798935
WorldCup_1920x1080_30p,22,veryfast,llc-load-misses,89905366.0,812.0,-89904554.0,-0.9999909682810256
WorldCup_far_1920x1080_30p,22,veryfast,llc-load-misses,98368118.0,1925.0,-98366193.0,-0.9999804306513214
Aerial3200,27,veryfast,llc-load-misses,110819356.0,30.0,-110819326.0,-0.9999997292891686
Boat,27,veryfast,llc-load-misses,102393834.0,16.0,-102393818.0,-0.9999998437405908
BoxingPractice,27,veryfast,llc-load-misses,359862812.0,5585.0,-359857227.0,-0.999984480196859
Crosswalk,27,veryfast,llc-load-misses,256629440.0,5156.0,-256624284.0,-0.9999799087743012
CrowdRun,27,veryfast,llc-load-misses,110789482.0,6141.0,-110783341.0,-0.9999445705504788
DinnerSceneCropped,27,veryfast,llc-load-misses,98276680.0,4991.0,-98271689.0,-0.9999492148086403
FoodMarket,27,veryfast,llc-load-misses,101308395.0,1110.0,-101307285.0,-0.9999890433561799
FoodMarket2,27,veryfast,llc-load-misses,364034994.0,8662.0,-364026332.0,-0.9999762055842357
MeridianTalk_sdr,27,veryfast,llc-load-misses,92559759.0,3081.0,-92556678.0,-0.9999667133964771
Motorcycle,27,veryfast,llc-load-misses,108890944.0,595.0,-108890349.0,-0.9999945358174138
MountainBike,27,veryfast,llc-load-misses,70369955.0,0.0,-70369955.0,-1.0
Neon1224,27,veryfast,llc-load-misses,343794204.0,5111.0,-343789093.0,-0.999985133548092
NocturneDance_3840x2160p_8bit,27,veryfast,llc-load-misses,284697825.0,237.0,-284697588.0,-0.9999991675384243
OldTownCross,27,veryfast,llc-load-misses,113000221.0,2668.0,-112997553.0,-0.9999763894267074
PedestrianArea,27,veryfast,llc-load-misses,102939629.0,,,
PierSeaSide,27,veryfast,llc-load-misses,245203761.0,758.0,-245203003.0,-0.9999969086934193
RitualDance,27,veryfast,llc-load-misses,58106906.0,7.0,-58106899.0,-0.9999998795323916
Riverbed,27,veryfast,llc-load-misses,69705450.0,8475.0,-69696975.0,-0.9998784169673964
RushFieldCuts,27,veryfast,llc-load-misses,91559362.0,0.0,-91559362.0,-1.0
Skater227,27,veryfast,llc-load-misses,,5051.0,,
Tango,27,veryfast,llc-load-misses,406364885.0,1739.0,-406363146.0,-0.9999957205948048
TimeLapse,27,veryfast,llc-load-misses,239195308.0,3823.0,-239191485.0,-0.9999840172450205
ToddlerFountain,27,veryfast,llc-load-misses,102382870.0,4833.0,-102378037.0,-0.9999527948376521
TreesAndGrass_1920_1080,27,veryfast,llc-load-misses,120664096.0,,,
TunnelFlag,27,veryfast,llc-load-misses,95109176.0,2712.0,-95106464.0,-0.9999714854011562
Vertical_Carnaby,27,veryfast,llc-load-misses,60341290.0,1226.0,-60340064.0,-0.9999796822374861
Vertical_bees,27,veryfast,llc-load-misses,90730426.0,8365.0,-90722061.0,-0.9999078038055282
WalkingInStreet,27,veryfast,llc-load-misses,112902088.0,7577.0,-112894511.0,-0.9999328887522434
WorldCup_1920x1080_30p,27,veryfast,llc-load-misses,84012743.0,0.0,-84012743.0,-1.0
WorldCup_far_1920x1080_30p,27,veryfast,llc-load-misses,92370260.0,2043.0,-92368217.0,-0.9999778824916158
Aerial3200,32,veryfast,llc-load-misses,105383944.0,4981.0,-105378963.0,-0.9999527347353787
Boat,32,veryfast,llc-load-misses,95203395.0,4360.0,-95199035.0,-0.9999542033138629
BoxingPractice,32,veryfast,llc-load-misses,332606885.0,0.0,-332606885.0,-1.0
Crosswalk,32,veryfast,llc-load-misses,326278223.0,8068.0,-326270155.0,-0.9999752726371812
CrowdRun,32,veryfast,llc-load-misses,102968667.0,8261.0,-102960406.0,-0.9999197717107478
DinnerSceneCropped,32,veryfast,llc-load-misses,64927243.0,0.0,-64927243.0,-1.0
FoodMarket,32,veryfast,llc-load-misses,87733085.0,6525.0,-87726560.0,-0.9999256266891788
FoodMarket2,32,veryfast,llc-load-misses,290027008.0,0.0,-290027008.0,-1.0
MeridianTalk_sdr,32,veryfast,llc-load-misses,90777152.0,3594.0,-90773558.0,-0.9999604085398053
Motorcycle,32,veryfast,llc-load-misses,91245158.0,3990.0,-91241168.0,-0.9999562716522449
MountainBike,32,veryfast,llc-load-misses,66500983.0,,,
Neon1224,32,veryfast,llc-load-misses,327056938.0,6143.0,-327050795.0,-0.9999812173377591
NocturneDance_3840x2160p_8bit,32,veryfast,llc-load-misses,245788649.0,,,
OldTownCross,32,veryfast,llc-load-misses,93175769.0,,,
PedestrianArea,32,veryfast,llc-load-misses,86984908.0,2330.0,-86982578.0,-0.9999732137441589
PierSeaSide,32,veryfast,llc-load-misses,323394755.0,266.0,-323394489.0,-0.9999991774758376
RitualDance,32,veryfast,llc-load-misses,57750087.0,878.0,-57749209.0,-0.9999847965597004
Riverbed,32,veryfast,llc-load-misses,88571751.0,225.0,-88571526.0,-0.9999974596866669
RushFieldCuts,32,veryfast,llc-load-misses,97930347.0,6624.0,-97923723.0,-0.9999323600885434
Skater227,32,veryfast,llc-load-misses,4097.0,,,
Tango,32,veryfast,llc-load-misses,361968069.0,,,
TimeLapse,32,veryfast,llc-load-misses,349631182.0,7793.0,-349623389.0,-0.9999777107981176
ToddlerFountain,32,veryfast,llc-load-misses,90657238.0,5764.0,-90651474.0,-0.9999364198587211
TreesAndGrass_1920_1080,32,veryfast,llc-load-misses,74796929.0,8846.0,-74788083.0,-0.9998817331123314
TunnelFlag,32,veryfast,llc-load-misses,99472748.0,,,
